Drug1_name,Drug1_ID,Chem_formula1,Drug2_name,drug2_Id,Chem_formula2,Severity,Interaction,Drug1_Description,Drug2_Description
Octreotide,DB00104,,Perflutren,DB00556,C3F8,MINOR,1,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,Perflutren is a diagnostic medication to improve contrast during echocardiograms.
Octreotide,DB00104,,Dolasetron,DB00757,C19H20N2O3,MINOR,1,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,Dolasetron is an antinauseant and antiemetic used in chemotherapy and postoperatively.
Octreotide,DB00104,,Granisetron,DB00889,C18H24N4O,MINOR,1,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,Granisetron is a 5HT3 antagonist used to treat nausea and vomiting in cancer therapy and postoperatively.
Octreotide,DB00104,,Ondansetron,DB00904,C18H19N3O,MINOR,1,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,Ondansetron is a serotonin 5-HT3 receptor antagonist used to prevent nausea and vomiting in cancer chemotherapy and postoperatively.
Octreotide,DB00104,,Gadobenic acid,DB00743,C22H28GdN3O11,MINOR,1,Octreotide is a peptide drug used to treat acromegaly as well as diarrhea associated with metastatic carcinoid tumors and vasoactive intestinal peptide secreting tumors.,Gadobenic acid is a gadolinium-based contrast agent (GBCA) used with contrasted magnetic resonance imaging (MRI) to detect and visualize lesions and abnormal vascularity.
Flunisolide,DB00180,C24H31FO6,Fluticasone propionate,DB00588,C25H31F3O5S,MAJOR,0,Flunisolide is an inhaled corticosteroid used as a prophylactic therapy in the maintenance treatment of asthma.,"Fluticasone propionate is a glucocorticoid used to treat asthma, inflammatory pruritic dermatoses, and nonallergic rhinitis."
Calcifediol,DB00146,C27H44O2,Sucralfate,DB00364,C12H35Al9O55S8,MAJOR,0,Calcifediol is an active metabolite of vitamin D used to treat hyperparathyroidism as well as to combat hypocalcemia in dialysis patients.,Sucralfate is a gastro-duodenal protective agent used in the treatment of gastric and duodenal ulcers and to prevent duodenal ulcer recurrence.
Paricalcitol,DB00910,C27H44O3,Sucralfate,DB00364,C12H35Al9O55S8,MAJOR,0,Paricalcitol is a vitamin D analog used to treat hyperparathyroidism associated with stage 3 or greater chronic kidney disease.,Sucralfate is a gastro-duodenal protective agent used in the treatment of gastric and duodenal ulcers and to prevent duodenal ulcer recurrence.
Doxercalciferol,DB06410,C28H44O2,Sucralfate,DB00364,C12H35Al9O55S8,MAJOR,0,Doxercalciferol is a synthetic vitamin D2 analog used to treat secondary hyperparathyroidism in patients with chronic kidney disease with or without therapy of dialysis.,Sucralfate is a gastro-duodenal protective agent used in the treatment of gastric and duodenal ulcers and to prevent duodenal ulcer recurrence.
Ergocalciferol,DB06410,C28H44O2,Sucralfate,DB00364,C12H35Al9O55S8,MAJOR,0,Doxercalciferol is a synthetic vitamin D2 analog used to treat secondary hyperparathyroidism in patients with chronic kidney disease with or without therapy of dialysis.,Sucralfate is a gastro-duodenal protective agent used in the treatment of gastric and duodenal ulcers and to prevent duodenal ulcer recurrence.
Doxercalciferol,DB06410,C28H44O2,Sucralfate,DB00364,C12H35Al9O55S8,MAJOR,0,Doxercalciferol is a synthetic vitamin D2 analog used to treat secondary hyperparathyroidism in patients with chronic kidney disease with or without therapy of dialysis.,Sucralfate is a gastro-duodenal protective agent used in the treatment of gastric and duodenal ulcers and to prevent duodenal ulcer recurrence.
Tryptophan,DB00150,C11H12N2O2,Phenelzine,DB00780,C8H12N2,MAJOR,0,Tryptophan is an amino acid commonly found as a component of total parenteral nutrition.,"Phenelzine is a monoamine oxidase inhibitor used to treat atypical, nonendogenous, or neurotic depression."
Tranylcypromine,DB00752,C9H11N,Phenelzine,DB00780,C8H12N2,MAJOR,0,Tranylcypromine is a monoamine oxidase inhibitor used to treat major depressive disorder.,"Phenelzine is a monoamine oxidase inhibitor used to treat atypical, nonendogenous, or neurotic depression."
Tranylcypromine,DB00752,C9H11N,Tryptophan,DB00150,C11H12N2O2,MAJOR,0,Tranylcypromine is a monoamine oxidase inhibitor used to treat major depressive disorder.,Tryptophan is an amino acid commonly found as a component of total parenteral nutrition.
Tryptophan,DB00150,C11H12N2O2,Mirtazapine,DB00370,C17H19N3,MINOR,1,Tryptophan is an amino acid commonly found as a component of total parenteral nutrition.,Mirtazapine is a tetracyclic antidepressant used in the treatment of major depression and is used off-label as a drug for insomnia and to increase appetite.
Tranylcypromine,DB00752,C9H11N,Mirtazapine,DB00370,C17H19N3,MINOR,1,Tranylcypromine is a monoamine oxidase inhibitor used to treat major depressive disorder.,Mirtazapine is a tetracyclic antidepressant used in the treatment of major depression and is used off-label as a drug for insomnia and to increase appetite.
Phenelzine,DB00780,C8H12N2,Mirtazapine,DB00370,C17H19N3,MINOR,1,"Phenelzine is a monoamine oxidase inhibitor used to treat atypical, nonendogenous, or neurotic depression.",Mirtazapine is a tetracyclic antidepressant used in the treatment of major depression and is used off-label as a drug for insomnia and to increase appetite.
Tryptophan,DB00150,C11H12N2O2,Selegiline,DB01037,C13H17N,MAJOR,0,Tryptophan is an amino acid commonly found as a component of total parenteral nutrition.,Selegiline is a monoamine oxidase inhibitor used to treat major depressive disorder and Parkinson's.
Tryptophan,DB00150,C11H12N2O2,Moclobemide,DB01171,C13H17ClN2O2,MAJOR,0,Tryptophan is an amino acid commonly found as a component of total parenteral nutrition.,Moclobemide is a monoamine oxidase inhibitor used in the treatment of major depressive disorder and bipolar disorder.
Tryptophan,DB00150,C11H12N2O2,Isocarboxazid,DB01247,C12H13N3O2,MAJOR,0,Tryptophan is an amino acid commonly found as a component of total parenteral nutrition.,Isocarboxazid is a monoamine oxidase inhibitor used to treat enduring and debilitating symptoms of depression following inadequate clinical response to other antidepressant drugs.
Moclobemide,DB01171,C13H17ClN2O2,Rasagiline,DB01367,C12H13N,MAJOR,0,Moclobemide is a monoamine oxidase inhibitor used in the treatment of major depressive disorder and bipolar disorder.,Rasagiline is an irreversible inhibitor of monoamine oxidase used for the symptomatic management of idiopathic Parkinson's disease as initial monotherapy and as adjunct therapy to levodopa.
Selegiline,DB01037,C13H17N,Moclobemide,DB01171,C13H17ClN2O2,MAJOR,0,Selegiline is a monoamine oxidase inhibitor used to treat major depressive disorder and Parkinson's.,Moclobemide is a monoamine oxidase inhibitor used in the treatment of major depressive disorder and bipolar disorder.
Selegiline,DB01037,C13H17N,Isocarboxazid,DB01247,C12H13N3O2,MAJOR,0,Selegiline is a monoamine oxidase inhibitor used to treat major depressive disorder and Parkinson's.,Isocarboxazid is a monoamine oxidase inhibitor used to treat enduring and debilitating symptoms of depression following inadequate clinical response to other antidepressant drugs.
Tryptophan,DB00150,C11H12N2O2,Rasagiline,DB01367,C12H13N,MAJOR,0,Tryptophan is an amino acid commonly found as a component of total parenteral nutrition.,Rasagiline is an irreversible inhibitor of monoamine oxidase used for the symptomatic management of idiopathic Parkinson's disease as initial monotherapy and as adjunct therapy to levodopa.
Moclobemide,DB01171,C13H17ClN2O2,Isocarboxazid,DB01247,C12H13N3O2,MAJOR,0,Moclobemide is a monoamine oxidase inhibitor used in the treatment of major depressive disorder and bipolar disorder.,Isocarboxazid is a monoamine oxidase inhibitor used to treat enduring and debilitating symptoms of depression following inadequate clinical response to other antidepressant drugs.
Selegiline,DB01037,C13H17N,Rasagiline,DB01367,C12H13N,MAJOR,0,Selegiline is a monoamine oxidase inhibitor used to treat major depressive disorder and Parkinson's.,Rasagiline is an irreversible inhibitor of monoamine oxidase used for the symptomatic management of idiopathic Parkinson's disease as initial monotherapy and as adjunct therapy to levodopa.
Isocarboxazid,DB01247,C12H13N3O2,Rasagiline,DB01367,C12H13N,MAJOR,0,Isocarboxazid is a monoamine oxidase inhibitor used to treat enduring and debilitating symptoms of depression following inadequate clinical response to other antidepressant drugs.,Rasagiline is an irreversible inhibitor of monoamine oxidase used for the symptomatic management of idiopathic Parkinson's disease as initial monotherapy and as adjunct therapy to levodopa.
Furazolidone,DB00614,C8H7N3O5,Methylene blue,DB09241,C16H18ClN3S,MAJOR,0,Furazolidone is a drug for the treatment of infectious diarrhea.,Methylene blue is an oxidation-reduction agent used for the treatment of pediatric and adult patients with acquired methemoglobinemia.
Procaine,DB00721,C13H20N2O2,Amphetamine,DB00182,C9H13N,MAJOR,0,"Procaine is a local anesthetic used for anesthesia, peripheral nerve block, and spinal nerve block.",Amphetamine is a CNS stimulant and sympathomimetic agent indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD).
Tryptophan,DB00150,C11H12N2O2,Furazolidone,DB00614,C8H7N3O5,MAJOR,0,Tryptophan is an amino acid commonly found as a component of total parenteral nutrition.,Furazolidone is a drug for the treatment of infectious diarrhea.
Tryptophan,DB00150,C11H12N2O2,Procaine,DB00721,C13H20N2O2,MAJOR,0,Tryptophan is an amino acid commonly found as a component of total parenteral nutrition.,"Procaine is a local anesthetic used for anesthesia, peripheral nerve block, and spinal nerve block."
Furazolidone,DB00614,C8H7N3O5,Amphetamine,DB00182,C9H13N,MAJOR,0,Furazolidone is a drug for the treatment of infectious diarrhea.,Amphetamine is a CNS stimulant and sympathomimetic agent indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD).
Procaine,DB00721,C13H20N2O2,Methylene blue,DB09241,C16H18ClN3S,MAJOR,0,"Procaine is a local anesthetic used for anesthesia, peripheral nerve block, and spinal nerve block.",Methylene blue is an oxidation-reduction agent used for the treatment of pediatric and adult patients with acquired methemoglobinemia.
Tryptophan,DB00150,C11H12N2O2,Methylene blue,DB09241,C16H18ClN3S,MAJOR,0,Tryptophan is an amino acid commonly found as a component of total parenteral nutrition.,Methylene blue is an oxidation-reduction agent used for the treatment of pediatric and adult patients with acquired methemoglobinemia.
Furazolidone,DB00614,C8H7N3O5,Procaine,DB00721,C13H20N2O2,MAJOR,0,Furazolidone is a drug for the treatment of infectious diarrhea.,"Procaine is a local anesthetic used for anesthesia, peripheral nerve block, and spinal nerve block."
Amphetamine,DB00182,C9H13N,Methylene blue,DB09241,C16H18ClN3S,MAJOR,0,Amphetamine is a CNS stimulant and sympathomimetic agent indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD).,Methylene blue is an oxidation-reduction agent used for the treatment of pediatric and adult patients with acquired methemoglobinemia.
Bupropion,DB01156,C13H18ClNO,Nefazodone,DB01149,C25H32ClN5O2,MAJOR,0,"Bupropion is a norepinephrine and dopamine reuptake inhibitor used in the treatment of major depressive disorder (MDD), seasonal affective disorder (SAD), and as an aid to smoking cessation.",Nefazodone is an antidepressant used in the treatment of depression.
Tryptophan,DB00150,C11H12N2O2,Procarbazine,DB01168,C12H19N3O,MAJOR,0,Tryptophan is an amino acid commonly found as a component of total parenteral nutrition.,Procarbazine is an antineoplastic agent indicated for the treatment of stage III and stage IV Hodgkin's disease in combination with other chemotherapeutic agents.
Procarbazine,DB01168,C12H19N3O,Bupropion,DB01156,C13H18ClNO,MAJOR,0,Procarbazine is an antineoplastic agent indicated for the treatment of stage III and stage IV Hodgkin's disease in combination with other chemotherapeutic agents.,"Bupropion is a norepinephrine and dopamine reuptake inhibitor used in the treatment of major depressive disorder (MDD), seasonal affective disorder (SAD), and as an aid to smoking cessation."
Procarbazine,DB01168,C12H19N3O,Nefazodone,DB01149,C25H32ClN5O2,MAJOR,0,Procarbazine is an antineoplastic agent indicated for the treatment of stage III and stage IV Hodgkin's disease in combination with other chemotherapeutic agents.,Nefazodone is an antidepressant used in the treatment of depression.
Procarbazine,DB01168,C12H19N3O,Phentermine,DB00191,C10H15N,MAJOR,0,Procarbazine is an antineoplastic agent indicated for the treatment of stage III and stage IV Hodgkin's disease in combination with other chemotherapeutic agents.,Phentermine is a sympathomimetic anorectic agent used as a short-term adjunct therapy that is included in a regimen of weight reduction in cases of exogenous obesity.
Nefazodone,DB01149,C25H32ClN5O2,Phentermine,DB00191,C10H15N,MAJOR,0,Nefazodone is an antidepressant used in the treatment of depression.,Phentermine is a sympathomimetic anorectic agent used as a short-term adjunct therapy that is included in a regimen of weight reduction in cases of exogenous obesity.
